STATION,STATION_NAME,DATE,TMAX,TMIN
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080518,55,42
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080519,58,37
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080520,67,46
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080521,66,42
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080522,56,43
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080523,57,45
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080524,66,41
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080525,79,43
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080526,82,46
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080527,50,42
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080528,59,42
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080529,66,39
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080530,78,55
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080531,79,56
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080601,71,50
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080602,85,53
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080603,68,54
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080604,72,53
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080605,89,57
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080606,87,74
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080607,85,70
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080608,85,64
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080609,74,64
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080610,80,60
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080611,85,62
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080612,91,72
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080613,83,66
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080614,84,59
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080615,81,62
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080616,71,57
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080617,76,55
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080618,76,54
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080619,80,52
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080620,82,56
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080621,81,59
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080622,79,56
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080623,75,56
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080624,81,55
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080625,80,66
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080626,88,68
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080627,82,67
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080628,83,66
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080629,76,59
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080630,79,57
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080701,83,55
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080702,86,61
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080703,68,55
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080704,74,52
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080705,77,53
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080706,86,57
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080707,87,71
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080708,82,70
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080709,82,65
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080710,81,62
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080711,87,64
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080712,80,67
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080713,79,62
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080714,83,63
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080715,90,61
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080716,90,68
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080717,90,69
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080718,84,71
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080719,77,66
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080720,86,68
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080721,80,66
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080722,74,60
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080723,80,58
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080724,82,58
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080725,83,62
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080726,83,62
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080727,84,62
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080728,83,64
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080729,88,64
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080730,89,73
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080731,89,71
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080801,90,70
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080802,77,63
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080803,84,61
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080804,84,69
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080805,87,69
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080806,84,65
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080807,80,63
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080808,77,61
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080809,81,60
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080810,73,56
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080811,76,57
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080812,76,60
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080813,78,65
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080814,76,63
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080815,76,58
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080816,82,56
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080817,84,64
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080818,84,65
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080819,78,65
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080820,78,66
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080821,79,66
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080822,84,72
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080823,86,67
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080824,75,60
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080825,72,63
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080826,72,58
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080827,80,56
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080828,80,61
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080829,84,62
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080830,87,54
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080831,87,59
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080901,88,60
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080902,95,62
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080903,76,64
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080904,66,61
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080905,69,57
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080906,74,52
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080907,74,55
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080908,67,52
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080909,67,47
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080910,71,45
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080911,78,54
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080912,74,69
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080913,75,68
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080914,72,59
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080915,62,53
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080916,71,50
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080917,81,57
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080918,72,57
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080919,78,53
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080920,83,56
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080921,78,58
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080922,78,59
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080923,83,59
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080924,82,57
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080925,76,60
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080926,78,57
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080927,81,52
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080928,67,52
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080929,64,52
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20080930,60,48
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081001,60,45
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081002,61,42
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081003,59,41
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081004,60,38
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081005,61,39
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081006,68,55
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081007,63,56
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081008,64,48
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081009,68,45
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081010,70,42
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081011,79,49
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081012,83,55
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081013,78,59
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081014,70,52
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081015,61,46
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081016,57,40
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081017,55,39
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081018,59,40
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081019,62,39
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081020,55,42
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081021,54,36
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081022,52,38
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081023,57,43
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081024,54,45
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081025,53,43
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081026,55,37
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081027,47,32
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081028,45,30
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081029,50,29
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081030,62,29
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081031,69,50
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081101,52,47
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081102,66,49
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081103,73,55
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081104,71,49
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081105,71,45
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081106,65,44
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081107,48,36
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081108,40,35
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081109,39,30
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081110,39,26
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081111,39,23
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081112,49,39
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081113,55,44
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081114,52,42
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081115,42,35
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081116,36,29
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081117,36,25
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081118,35,20
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081119,44,29
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081120,35,21
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081121,29,16
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081122,35,17
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081123,44,19
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081124,37,32
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081125,39,26
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081126,42,21
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081127,44,20
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081128,45,24
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081129,44,19
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081130,39,33
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081201,34,22
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081202,35,21
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081203,38,20
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081204,23,12
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081205,23,7
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081206,32,12
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081207,21,4
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081208,35,16
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081209,38,24
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081210,28,16
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081211,33,18
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081212,19,10
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081213,40,19
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081214,50,31
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081215,31,5
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081216,23,5
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081217,21,10
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081218,24,4
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081219,32,23
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081220,31,19
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081221,19,-6
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081222,7,-4
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081223,34,7
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081224,35,6
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081225,25,1
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081226,53,24
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081227,61,34
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081228,34,24
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081229,43,28
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081230,38,23
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20081231,23,11
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090101,30,17
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090102,29,16
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090103,35,15
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090104,37,17
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090105,29,11
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090106,31,16
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090107,29,13
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090108,22,13
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090109,29,12
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090110,29,19
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090111,20,14
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090112,29,4
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090113,29,1
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090114,13,-1
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090115,-1,-12
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090116,5,-16
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090117,24,1
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090118,19,9
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090119,22,9
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090120,24,10
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090121,28,14
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090122,35,15
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090123,34,13
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090124,13,0
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090125,15,0
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090126,17,3
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090127,19,6
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090128,20,11
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090129,29,13
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090130,15,7
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090131,38,8
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090201,38,25
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090202,27,9
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090203,20,1
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090204,17,0
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090205,27,-1
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090206,44,10
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090207,56,36
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090208,43,25
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090209,53,25
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090210,61,41
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090211,49,36
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090212,39,29
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090213,36,24
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090214,33,22
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090215,31,17
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090216,34,16
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090217,43,26
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090218,38,16
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090219,23,10
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090220,28,11
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090221,29,22
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090222,26,13
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090223,26,9
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090224,38,14
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090225,54,31
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090226,48,29
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090227,38,21
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090228,26,19
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090301,22,14
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090302,21,14
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090303,30,16
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090304,45,26
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090305,65,37
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090306,65,37
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090307,43,37
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090308,43,33
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090309,42,32
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090310,62,33
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090311,33,17
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090312,23,13
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090313,41,18
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090314,51,23
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090315,56,26
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090316,63,38
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090317,74,38
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090318,57,40
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090319,41,27
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090320,40,22
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090321,61,35
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090322,54,33
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090323,53,37
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090324,64,47
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090325,48,39
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090326,58,36
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090327,43,31
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090328,35,31
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090329,40,31
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090330,40,24
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090331,53,37
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090401,52,36
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090402,48,35
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090403,50,36
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090404,49,29
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090405,41,33
GHCND:USW00004838,CHICAGO PALWAUKEE AIRPORT IL US,20090406,39,32
